0.000000	0	0	0
0.056251	1	0	0
0.072193	0	0	0
0.092537	1	0	0
0.102320	0	0	0
0.164648	1	0	0
0.169262	0	0	0
0.192068	1	0	0
0.200622	0	0	0
0.205319	1	0	0
0.208691	0	0	0
0.212132	1	0	0
0.221729	0	0	0
0.256695	1	0	0
0.271898	1	1	0
0.273059	0	1	0
0.284585	0	1	1
0.285752	0	0	1
0.301783	1	0	1
0.306205	1	1	1
0.309745	1	0	1
0.314968	0	0	1
0.315622	0	0	0
0.318385	1	0	0
0.331735	1	1	0
0.337479	1	1	1
0.354638	0	1	1
0.360042	0	0	1
0.374420	0	0	0
0.400078	1	0	0
0.407375	0	0	0
0.422922	1	0	0
0.423727	0	0	0
0.488042	1	0	0
0.497084	1	1	0
0.498860	1	1	1
0.507517	0	1	1
0.508267	1	1	1
0.508538	1	1	2
0.511484	1	2	2
0.513817	1	2	3
0.517696	1	1	3
0.518032	1	1	4
0.518578	1	2	4
0.525790	0	2	4
0.526990	0	2	5
0.530771	1	2	5
0.534006	0	2	5
0.536455	0	1	5
0.540512	0	1	4
0.541280	0	1	3
0.543483	0	1	2
0.554985	0	0	2
0.555465	0	0	1
0.577647	1	0	1
0.588775	1	1	1
0.599188	1	2	1
0.599459	1	2	0
0.599898	1	2	1
0.606780	1	2	0
0.607548	1	2	1
0.610074	1	2	0
0.611192	1	1	0
0.631102	0	1	0
0.632666	1	1	0
0.634395	1	0	0
0.656064	0	0	0
0.672748	1	0	0
0.677838	0	0	0
0.714274	1	0	0
0.717719	0	0	0
0.748733	1	0	0
0.752116	0	0	0
0.757980	1	0	0
0.759789	1	1	0
0.763319	1	0	0
0.770082	1	1	0
0.772859	0	1	0
0.777634	0	0	0
0.806801	1	0	0
0.808927	1	1	0
0.809831	1	1	1
0.817054	1	2	1
0.823812	1	2	2
0.824952	1	1	2
0.827432	1	0	2
0.829938	1	0	1
0.843810	0	0	1
0.845932	0	0	0
0.847850	1	0	0
0.851325	0	0	0
0.877364	1	0	0
0.889114	1	1	0
0.893234	1	1	1
0.896534	1	1	2
0.905084	1	2	2
0.906313	1	2	1
0.911380	1	2	2
0.915662	1	1	2
0.917707	1	1	1
0.920328	0	1	1
0.929610	1	1	1
0.931013	1	2	1
0.933333	1	1	1
0.940875	1	2	1
0.946179	1	2	0
0.947117	1	1	0
0.960186	0	1	0
0.968815	0	0	0
0.971811	1	0	0
0.988782	1	1	0
0.988992	1	1	1
0.989645	0	1	1
0.992449	1	1	1
0.996191	0	1	1
0.997040	0	1	0
